INSERT INTO SPETTATORE (NOME, COGNOME, DATA_DI_NASCITA) VALUES
('Raymond', 'Rosales', '1993-09-12'),
('Renee', 'Garrett', '1952-07-30'),
('Michelle', 'Smith', '1918-05-01'),
('Brian', 'Townsend', '1989-12-22'),
('Dustin', 'Fitzpatrick', '1994-10-18'),
('Larry', 'Robles', '1958-09-29'),
('Ashley', 'Garcia', '1912-03-22'),
('David', 'Manning', '1948-08-30'),
('Adam', 'Mahoney', '1921-01-02'),
('Kimberly', 'Martinez', '1992-07-18'),
('Joshua', 'Brooks', '2005-06-30'),
('Maria', 'Cohen', '1981-06-13'),
('Tracey', 'Stein', '1964-04-18'),
('Karen', 'Vasquez', '1947-11-12'),
('Kelly', 'Martinez', '1972-09-26'),
('Ashley', 'Fletcher', '1918-06-14'),
('Michelle', 'Wilson', '2000-02-08'),
('Cynthia', 'Rodgers', '1924-01-28'),
('William', 'Hensley', '1978-06-18'),
('Taylor', 'West', '1980-03-05'),
('Wendy', 'Gonzalez', '1954-07-08'),
('Keith', 'Cherry', '1964-01-10'),
('Matthew', 'Moore', '1912-01-15'),
('Randy', 'Russo', '1936-10-24'),
('Jeff', 'Norman', '1937-03-17'),
('William', 'Berry', '1945-10-12'),
('Jamie', 'Benson', '2000-08-13'),
('Jonathan', 'Smith', '1996-12-21'),
('Gregory', 'Gibson', '1988-04-19'),
('David', 'Cox', '1941-05-11'),
('Rebecca', 'Hickman', '1918-03-20'),
('Kaitlin', 'Rocha', '1955-03-03'),
('David', 'Nguyen', '1985-04-06'),
('Adam', 'Baxter', '1937-07-21'),
('Matthew', 'Williams', '1976-07-21'),
('Angel', 'Gomez', '1934-01-20'),
('Rachel', 'Gray', '1908-07-26'),
('Keith', 'Flores', '1934-06-30'),
('Matthew', 'Olsen', '1988-07-02'),
('Vincent', 'Gutierrez', '1980-11-24'),
('Kathleen', 'Clarke', '1924-11-24'),
('Michael', 'Jones', '1914-11-29'),
('Johnny', 'Dawson', '1921-12-02'),
('Amanda', 'Baldwin', '1927-11-10'),
('Alice', 'Reed', '1952-04-03'),
('Francisco', 'Meza', '1975-01-29'),
('Michael', 'Hall', '1941-07-25'),
('Philip', 'Lynn', '1926-03-12'),
('Daniel', 'Atkinson', '1986-09-03'),
('Nicholas', 'Thompson', '1976-10-16'),
('Michael', 'Williams', '1990-03-09'),
('Jerry', 'Brown', '1978-01-15'),
('Danielle', 'Nash', '1974-07-19'),
('Willie', 'Gay', '1994-04-09'),
('Samuel', 'Wheeler', '1994-12-15'),
('Bradley', 'Wall', '1927-05-02'),
('Justin', 'Hanna', '1945-02-19'),
('Lorraine', 'Spencer', '1962-10-06'),
('Edward', 'Hodges', '1936-08-02'),
('Susan', 'Krause', '1943-03-07'),
('Shelby', 'Villa', '1967-03-06'),
('Melissa', 'Stanley', '1939-05-25'),
('Dan', 'Contreras', '1952-05-27'),
('Brenda', 'Wagner', '1958-03-29'),
('Evan', 'Watts', '1946-07-03'),
('Dennis', 'Williams', '1981-12-13'),
('Dawn', 'Levine', '1909-04-08'),
('Justin', 'Williams', '1997-07-26'),
('Brian', 'Coleman', '1935-07-12'),
('Elizabeth', 'Hudson', '1933-11-19'),
('Vincent', 'Waller', '1948-02-11'),
('Jason', 'Glenn', '1998-10-21'),
('Kyle', 'Hill', '1920-09-04'),
('Jesus', 'White', '1914-05-06'),
('Jennifer', 'Curtis', '1973-10-03'),
('Todd', 'Hart', '1983-04-10'),
('Lee', 'Farmer', '1990-06-06'),
('Angela', 'Stuart', '1945-04-19'),
('Christine', 'Parker', '1998-02-08'),
('Benjamin', 'Mcdonald', '1961-07-23'),
('Rebecca', 'Watson', '1992-11-15'),
('Gabriela', 'Martin', '1943-10-02'),
('Jennifer', 'Hoover', '1974-06-26'),
('Amanda', 'Juarez', '1948-09-24'),
('Sean', 'Ryan', '1989-07-16'),
('Cole', 'Mitchell', '1914-11-07'),
('Caleb', 'Snyder', '1980-12-17'),
('William', 'Greer', '1960-10-03'),
('Michael', 'Williams', '1957-07-11'),
('Troy', 'Johnson', '1984-04-05'),
('Maria', 'Johnson', '1947-05-09'),
('Crystal', 'Schmidt', '1994-05-08'),
('Danielle', 'Abbott', '1915-11-30'),
('Megan', 'Taylor', '1946-07-15'),
('Katelyn', 'Smith', '1909-10-17'),
('Jesse', 'Mills', '1910-06-04'),
('Richard', 'Harris', '1951-09-12'),
('Michele', 'Carroll', '1960-02-26'),
('Justin', 'Wang', '1992-10-30'),
('Andrea', 'Herrera', '1938-09-21'),
('Jasmin', 'Stewart', '1958-02-17'),
('Autumn', 'Barker', '1927-07-05'),
('Penny', 'Williamson', '1943-01-23'),
('Robert', 'Sullivan', '1909-03-15'),
('Linda', 'Luna', '1966-07-05'),
('Laura', 'Sullivan', '1980-09-11'),
('Kelly', 'Williamson', '2003-03-03'),
('Sarah', 'Young', '1961-01-02'),
('Joshua', 'Graham', '1978-02-12'),
('David', 'Knapp', '1924-08-09'),
('Shaun', 'Lindsey', '1985-05-29'),
('Paula', 'Smith', '1954-08-13'),
('Robert', 'Cooke', '1910-05-30'),
('Brandon', 'Martinez', '1925-03-25'),
('Julia', 'Spencer', '1909-04-05'),
('Latoya', 'Lee', '1989-08-08'),
('Mark', 'Gonzalez', '1927-04-26'),
('James', 'Martinez', '1971-07-23'),
('Rebecca', 'Ellis', '1953-07-31'),
('Michelle', 'Gomez', '1988-10-01'),
('Randy', 'Clark', '1980-12-08'),
('Robert', 'Burke', '1980-07-10'),
('Chelsea', 'Thomas', '1940-08-31'),
('Mary', 'Obrien', '1974-11-16'),
('Pam', 'Turner', '1940-09-03'),
('Elizabeth', 'Parker', '1921-05-23'),
('Amanda', 'Moreno', '1927-08-11'),
('Brady', 'Mclaughlin', '1958-11-30'),
('Andrew', 'Collins', '1979-06-19'),
('Michael', 'Smith', '1941-12-09'),
('Timothy', 'Long', '1918-03-22'),
('Gregory', 'Hayes', '1989-03-22'),
('Michael', 'Warren', '1916-12-08'),
('David', 'Rivera', '1915-03-10'),
('Jessica', 'Bryan', '2005-06-21'),
('Valerie', 'Rivers', '1961-02-13'),
('Ryan', 'Wood', '1976-08-13'),
('Michael', 'Sullivan', '1953-03-30'),
('Lisa', 'Watson', '1968-08-08'),
('Brittany', 'Clark', '1945-01-12'),
('Aaron', 'King', '1966-09-04'),
('Melissa', 'Wright', '1980-11-25'),
('Ellen', 'Hester', '1975-05-28'),
('Justin', 'Moore', '1984-09-18'),
('Jose', 'Velazquez', '1979-01-03'),
('Mary', 'Chavez', '1955-04-05'),
('Mary', 'Ray', '1997-12-10'),
('Gary', 'Fischer', '1951-08-08'),
('Amber', 'Bailey', '1998-10-30'),
('Katherine', 'Mccall', '1958-11-07'),
('Jamie', 'Jones', '1918-11-21'),
('Brian', 'Sanchez', '1982-01-27'),
('Danielle', 'Young', '1964-07-25'),
('Mary', 'Robinson', '1964-01-14'),
('Mark', 'Terry', '2004-05-14'),
('Theresa', 'Gill', '1952-04-08'),
('John', 'Lucas', '1998-01-27'),
('Sean', 'Roberts', '1973-09-10'),
('Jason', 'Perez', '1958-07-06'),
('Michelle', 'Phelps', '1943-04-24'),
('Jennifer', 'Austin', '1973-07-21'),
('Nathan', 'Pittman', '1917-10-23'),
('Hannah', 'Grimes', '1915-03-04'),
('Mary', 'Alexander', '1946-09-08'),
('Andrea', 'Ramirez', '2002-12-17'),
('Kaitlin', 'Davis', '1995-10-19'),
('Christine', 'Hamilton', '1914-02-21'),
('Katherine', 'Sherman', '1963-09-18'),
('Sara', 'Walters', '1978-11-04'),
('Ralph', 'Reed', '1921-07-19'),
('Lori', 'Murillo', '1998-04-03'),
('Melvin', 'Robles', '1921-08-06'),
('Allison', 'Harper', '1941-07-25'),
('Donna', 'Horn', '1974-03-02'),
('Brandon', 'Shaw', '1993-11-05'),
('Michael', 'Miller', '1960-07-25'),
('Rebecca', 'Rivas', '1912-03-20'),
('Cory', 'Frye', '1930-02-04'),
('Alison', 'Crosby', '1979-05-26'),
('Christine', 'Jones', '1926-09-30'),
('Gerald', 'Daniels', '1957-04-16'),
('Nicholas', 'Henderson', '1980-06-07'),
('Rebecca', 'Moreno', '1983-06-10'),
('Dennis', 'Payne', '1940-02-09'),
('Elizabeth', 'Diaz', '1979-09-16'),
('Zachary', 'West', '1932-04-04'),
('Brittany', 'Mason', '1980-02-09'),
('Jill', 'Crawford', '1954-07-13'),
('Molly', 'Burke', '1963-07-01'),
('George', 'Murphy', '1916-11-30'),
('Ann', 'Bowman', '1942-08-09'),
('Charles', 'Guerrero', '1990-07-16'),
('Jessica', 'Boone', '1995-07-28'),
('Michael', 'Jones', '1934-05-13'),
('David', 'Martin', '1915-03-26'),
('Amanda', 'Davis', '1916-02-29'),
('Brittany', 'Powell', '1960-11-22'),
('Bobby', 'Beck', '1952-01-16'),
('Candace', 'Thompson', '1915-11-17'),
('Debra', 'Reed', '1951-09-06'),
('Samuel', 'Middleton', '1948-12-09'),
('Denise', 'Schaefer', '1946-03-01'),
('Christine', 'Poole', '1955-02-13'),
('Austin', 'Ferguson', '1938-02-06'),
('Sandra', 'Carlson', '1965-05-30'),
('Mary', 'Lamb', '1952-02-12'),
('Daniel', 'Anderson', '1962-09-01'),
('Kimberly', 'Mccormick', '1972-04-04'),
('Shaun', 'Johnston', '1956-11-19'),
('Timothy', 'Turner', '1927-02-17'),
('Kenneth', 'Graves', '1915-01-01'),
('Sara', 'Levy', '1983-11-06'),
('Hayley', 'Edwards', '1986-12-30'),
('Kimberly', 'Pearson', '1919-04-19'),
('Melissa', 'Sanchez', '1919-10-21'),
('Aaron', 'Cline', '1942-04-02'),
('Valerie', 'Hester', '1990-06-01'),
('Tracie', 'Stark', '1931-11-26'),
('David', 'Kelley', '1937-11-23'),
('Cindy', 'Alexander', '1944-11-29'),
('Sarah', 'Williams', '1989-06-23'),
('Scott', 'Poole', '1933-10-13'),
('Michael', 'Sutton', '1985-08-27'),
('Rachel', 'Powell', '1950-09-29'),
('Brittney', 'Moses', '1922-01-10'),
('Stephanie', 'Peterson', '1936-01-04'),
('Jeffrey', 'Walter', '1910-10-28'),
('Joseph', 'Trujillo', '1921-01-28'),
('Paul', 'Bean', '1930-05-02'),
('Tonya', 'Jennings', '1941-07-28'),
('Andrea', 'Nichols', '1954-10-01'),
('Omar', 'Wright', '1987-09-01'),
('Christopher', 'Orr', '1916-12-14'),
('Christina', 'Wallace', '1912-02-18'),
('Diane', 'Cantu', '1987-05-14'),
('Valerie', 'Simpson', '1939-07-25'),
('Daniel', 'Perry', '1915-04-10'),
('Jamie', 'Sanders', '1942-06-22'),
('Pam', 'Townsend', '1991-12-27'),
('James', 'Reed', '1935-11-14'),
('Carrie', 'Chaney', '1914-07-14'),
('Julie', 'Williams', '1934-04-06'),
('Scott', 'Anderson', '1963-01-09'),
('Dillon', 'Jackson', '1956-10-06'),
('Kristen', 'Torres', '1973-12-28'),
('John', 'Chavez', '1923-10-02'),
('Jennifer', 'Elliott', '1997-01-26'),
('Alexandra', 'Reyes', '1983-11-09'),
('Jeremiah', 'Rodriguez', '1971-07-25'),
('Angela', 'Vasquez', '1976-06-10'),
('Christopher', 'Robbins', '1943-09-23'),
('Charles', 'Griffith', '1914-10-11'),
('Alexa', 'Campos', '1994-11-29'),
('Gary', 'Osborne', '1930-10-24'),
('Danny', 'Clark', '1913-01-07'),
('Cynthia', 'Davis', '1967-02-17'),
('Joyce', 'Franco', '1937-05-23'),
('Sergio', 'Johnson', '1945-03-30'),
('Kimberly', 'Hawkins', '1983-12-21'),
('Timothy', 'Russo', '1925-12-28'),
('Nathan', 'Lam', '1914-10-30'),
('Becky', 'Bennett', '1938-03-09'),
('Michelle', 'Davis', '1974-09-26'),
('Kimberly', 'Garner', '2000-09-21'),
('John', 'Carr', '1997-05-31'),
('Gregory', 'Guerrero', '1934-09-24'),
('Kristin', 'Johnson', '1921-12-08'),
('Bill', 'Rogers', '1952-12-04'),
('Darius', 'Shepherd', '1983-08-18'),
('Rachel', 'Turner', '1981-10-06'),
('Heather', 'Howe', '1968-03-19'),
('Eric', 'Fisher', '1994-01-19'),
('Jessica', 'Bowen', '1998-09-24'),
('Mary', 'White', '1927-12-12'),
('Alyssa', 'Webb', '1949-11-17'),
('Brandi', 'Thompson', '1969-08-10'),
('Holly', 'Aguilar', '1993-06-14'),
('Robert', 'Brown', '1992-11-21'),
('Cheyenne', 'Gonzales', '1925-02-21'),
('Mark', 'Gonzales', '1930-09-27'),
('Kathleen', 'Sims', '1971-07-08'),
('Russell', 'Bernard', '1915-02-12'),
('Randall', 'Chambers', '2000-03-20'),
('Kevin', 'Holland', '1995-08-16'),
('Scott', 'Huber', '1916-01-08'),
('Brian', 'Carter', '1938-03-29'),
('William', 'Johnson', '1990-11-11'),
('Ashley', 'Bailey', '1982-03-04'),
('Steven', 'Smith', '1925-09-23'),
('William', 'Payne', '1920-10-09'),
('David', 'Anderson', '1986-01-14'),
('Stacey', 'Thompson', '1952-09-30'),
('Timothy', 'Perkins', '1969-11-25'),
('Justin', 'Cook', '1921-04-10'),
('Tamara', 'Harvey', '1992-11-10'),
('Christopher', 'Johnson', '1921-07-16'),
('Emma', 'Morris', '1922-08-25'),
('David', 'Mcdonald', '1943-07-11'),
('Andrew', 'Fields', '1960-05-24'),
('Courtney', 'Craig', '1964-09-29'),
('Anne', 'Woods', '1975-01-03'),
('Eric', 'Anderson', '2004-08-26'),
('Megan', 'Chambers', '1962-08-30'),
('William', 'Combs', '1976-08-07'),
('Patrick', 'Montgomery', '1971-09-17'),
('Todd', 'Kim', '1915-04-18'),
('Tiffany', 'Lewis', '2005-04-22'),
('Brandon', 'Morales', '1939-07-06'),
('Tracey', 'Gonzalez', '1922-12-16'),
('Nicholas', 'Nelson', '1998-01-24'),
('Alexandra', 'Hunt', '1933-08-01'),
('Edward', 'Gray', '1988-06-19'),
('Christopher', 'Jones', '1940-07-28'),
('Denise', 'Castillo', '1936-10-30'),
('Deanna', 'Mercer', '1932-05-14'),
('John', 'Beck', '1983-07-12'),
('Joan', 'Little', '1996-02-17'),
('Courtney', 'Hines', '1951-08-11'),
('Cameron', 'Gomez', '1977-04-14'),
('Marc', 'Wright', '1964-09-19'),
('Darius', 'Lee', '1976-01-23'),
('Samantha', 'Guerra', '1992-06-06'),
('Robert', 'Johnson', '1910-08-31'),
('Ricky', 'Moore', '1927-02-28'),
('Brenda', 'Osborne', '1996-09-14'),
('Melissa', 'Hernandez', '1998-05-26'),
('Amber', 'Castillo', '1962-08-27'),
('Martha', 'Williams', '1919-09-19'),
('Courtney', 'King', '1980-10-03'),
('Anthony', 'Keith', '1919-03-06'),
('Jennifer', 'Henderson', '1991-10-25'),
('Alexander', 'Crawford', '1966-08-20'),
('Nicole', 'Nichols', '1986-02-06'),
('Brooke', 'Hernandez', '1940-05-11'),
('Curtis', 'Castro', '1926-06-03'),
('Sheena', 'Cantrell', '1970-06-30'),
('Rebecca', 'Taylor', '1975-02-01'),
('Levi', 'Kelly', '1961-02-11'),
('Denise', 'Malone', '1909-12-07'),
('Joshua', 'Evans', '1965-04-06'),
('Keith', 'Russell', '1919-07-07'),
('Matthew', 'Gill', '1949-11-02'),
('Stephanie', 'Shepard', '1957-11-05'),
('Ashley', 'Sloan', '1922-07-01'),
('Rebecca', 'Myers', '1941-10-24'),
('Paul', 'Nunez', '1952-11-02'),
('Travis', 'Odonnell', '1996-05-21'),
('Lori', 'Little', '2004-11-20'),
('Donna', 'Lynch', '1983-02-20'),
('Sandra', 'Booker', '1986-09-24'),
('Robert', 'Lewis', '1998-12-22'),
('Paul', 'Chavez', '1953-10-03'),
('William', 'Shaffer', '1937-08-24'),
('Lori', 'Robinson', '1931-09-20'),
('Lucas', 'Buckley', '1938-05-03'),
('Adam', 'James', '2001-11-10'),
('Maria', 'Erickson', '1996-04-20'),
('Penny', 'Ruiz', '1955-09-27'),
('Jennifer', 'Buck', '1996-08-25'),
('Terri', 'Duarte', '1914-08-12'),
('Andrea', 'Spears', '1961-02-20'),
('Jennifer', 'Williams', '1965-10-19'),
('Kathryn', 'Mccann', '1923-03-11'),
('Carrie', 'Harris', '1993-06-08'),
('Lori', 'Hernandez', '1998-10-13'),
('Richard', 'Dixon', '1936-05-13'),
('Victoria', 'Gray', '1936-10-08'),
('Kimberly', 'Cooper', '2005-08-04'),
('Karen', 'Vargas', '1971-06-27'),
('Hannah', 'Jacobson', '1931-11-20'),
('Gregory', 'Silva', '1961-06-25'),
('Taylor', 'Fernandez', '1917-06-04'),
('Joseph', 'Jones', '1957-10-10'),
('Brandy', 'Johnson', '1982-02-10'),
('Troy', 'Anderson', '2001-09-24'),
('Lindsey', 'Robertson', '1914-04-10'),
('Brooke', 'Smith', '1959-07-14'),
('Erica', 'Lewis', '1943-12-12'),
('Anna', 'Ramirez', '2005-12-30'),
('Calvin', 'Mcdaniel', '1979-10-15'),
('Thomas', 'Sloan', '1962-03-20'),
('Edgar', 'Cole', '1909-07-23'),
('Guy', 'Martin', '1924-04-11'),
('Raymond', 'Jones', '1990-11-26'),
('Connie', 'Gonzalez', '1915-05-17'),
('Lydia', 'Smith', '1916-11-21'),
('Daniel', 'King', '1951-03-25'),
('Robert', 'Allen', '1931-09-05'),
('Betty', 'Bradley', '1927-02-22'),
('Lauren', 'Keller', '1944-03-31'),
('Natasha', 'Allen', '1960-11-15'),
('Charlene', 'Moss', '1930-09-23'),
('Jay', 'Jacobs', '1910-06-13'),
('Marissa', 'Snyder', '1963-04-06'),
('Alexis', 'Stout', '1917-06-08'),
('Shane', 'Kelly', '1999-01-12'),
('Troy', 'Hernandez', '1988-02-01'),
('Anne', 'Miller', '1941-03-03'),
('Patricia', 'Jones', '1910-11-28'),
('Deborah', 'Downs', '1966-03-12'),
('Heather', 'West', '1943-08-05'),
('Melanie', 'Black', '1974-12-01'),
('Jessica', 'Jones', '1956-11-11'),
('Susan', 'Gray', '1999-07-14'),
('Michael', 'Green', '1964-08-06'),
('Samantha', 'Thornton', '1994-10-29'),
('Johnathan', 'Jackson', '1932-11-20'),
('Jason', 'Myers', '1914-09-06'),
('Jennifer', 'Villa', '1932-11-15'),
('Shawn', 'Santana', '1910-11-03'),
('Sheila', 'Nelson', '1991-11-05'),
('Jennifer', 'Garcia', '1997-12-20'),
('Stephanie', 'Watson', '1958-01-07'),
('Courtney', 'Nelson', '1967-09-07'),
('David', 'Perry', '1984-10-07'),
('Molly', 'Mendez', '1972-09-08'),
('Joseph', 'Cook', '1935-03-26'),
('Amy', 'Fleming', '1952-06-27'),
('Jeffery', 'Meadows', '1952-09-02'),
('Joseph', 'Lawson', '1944-12-02'),
('Devin', 'Guerra', '1939-12-20'),
('Kelly', 'Lewis', '1991-12-02'),
('Roger', 'Potts', '1916-05-24'),
('Rhonda', 'Johnson', '1991-03-04'),
('Kayla', 'Olson', '1982-06-08'),
('Belinda', 'Rogers', '1975-12-31'),
('Christine', 'Lucas', '1973-07-16'),
('Jessica', 'Suarez', '1949-03-22'),
('Jonathan', 'Ross', '1963-09-29'),
('Timothy', 'Macias', '1911-12-25'),
('Paul', 'Munoz', '1940-02-23'),
('Andrew', 'Jackson', '1976-03-13'),
('Gina', 'Green', '1953-05-02'),
('Peter', 'Payne', '2004-09-05'),
('Samantha', 'Jackson', '1946-02-16'),
('William', 'Collins', '1927-09-20'),
('George', 'Castillo', '1966-03-09'),
('Tracy', 'Barr', '1984-01-27'),
('Kevin', 'Myers', '1935-03-25'),
('Rebecca', 'Lane', '1910-01-09'),
('Brandon', 'Norris', '2002-10-24'),
('Richard', 'Smith', '1974-08-24'),
('James', 'Velazquez', '2003-08-03'),
('Kenneth', 'Wade', '1972-01-11'),
('Jennifer', 'Robinson', '1939-07-05'),
('Courtney', 'Donovan', '1971-08-01'),
('Lindsey', 'Price', '1937-09-08'),
('Walter', 'Flores', '1972-06-08'),
('Juan', 'Yates', '1942-12-21'),
('Nicole', 'Ortega', '1975-07-20'),
('Natalie', 'House', '1927-08-30'),
('Kelly', 'Hodges', '1913-08-07'),
('Erin', 'Sullivan', '1936-10-19'),
('Rickey', 'Martin', '1996-11-08'),
('Brenda', 'Gonzalez', '1936-07-23'),
('John', 'Reyes', '1985-08-07'),
('Tanya', 'Riggs', '1941-04-17'),
('Yolanda', 'Greer', '1992-03-26'),
('Thomas', 'Hall', '1943-01-27'),
('John', 'Pearson', '1974-10-02'),
('Anthony', 'Morgan', '1992-11-29'),
('Michael', 'Williams', '1912-12-03'),
('Angela', 'Sanchez', '1956-05-13'),
('Anthony', 'Willis', '1987-09-22'),
('Justin', 'Allen', '2004-02-28'),
('Jennifer', 'Stuart', '1956-06-17'),
('Sean', 'Russell', '1964-03-02'),
('Brad', 'Cook', '1986-03-05'),
('Kathleen', 'Flowers', '1973-01-04'),
('David', 'Gray', '1908-12-23'),
('Timothy', 'Brooks', '1959-08-18'),
('Dale', 'Rodriguez', '1912-06-19'),
('Scott', 'Fisher', '1934-01-14'),
('John', 'Green', '1955-10-21'),
('John', 'Patterson', '1910-04-18'),
('Jennifer', 'Chen', '1915-07-08'),
('Carlos', 'Hayes', '1950-12-30'),
('Connor', 'Nelson', '1986-07-20'),
('Jamie', 'Mitchell', '1956-11-21'),
('Joel', 'Carroll', '1997-01-25'),
('Bill', 'Mendoza', '1977-06-21'),
('Teresa', 'Oconnor', '1952-04-07'),
('Pamela', 'Roberts', '1953-04-30'),
('Elizabeth', 'Lee', '1951-09-10'),
('Mariah', 'Parker', '1955-02-26'),
('Miranda', 'Henderson', '1998-05-21'),
('Donna', 'Phillips', '1949-03-18'),
('Kimberly', 'Waters', '1970-11-27'),
('David', 'Johnson', '1969-10-19'),
('Jeffrey', 'Reeves', '1969-10-01'),
('Louis', 'Patel', '1925-02-26'),
('Calvin', 'Francis', '1964-05-01'),
('Latoya', 'Moran', '1935-01-28'),
('Tonya', 'Huang', '1927-09-13'),
('Renee', 'Powell', '1973-12-11'),
('Lynn', 'Gonzales', '1923-02-09'),
('Adam', 'Collins', '1972-09-17'),
('Caitlin', 'Mendez', '1919-07-16'),
('Jason', 'Flores', '1978-01-21'),
('William', 'Williams', '1924-12-08'),
('Margaret', 'Benjamin', '1985-10-04'),
('Jeff', 'Wright', '1997-06-01'),
('Bailey', 'Russell', '1924-02-28'),
('Steven', 'Santos', '2001-12-22'),
('Kevin', 'Fuller', '1985-02-03'),
('Martin', 'Garcia', '1987-01-01'),
('James', 'Cohen', '1960-07-22'),
('Jeffery', 'Trevino', '2001-06-12'),
('Zachary', 'Copeland', '1945-01-06'),
('Ryan', 'Roman', '1997-07-09'),
('Yolanda', 'Parker', '1935-09-15'),
('Jesse', 'Perez', '2005-03-27'),
('Melissa', 'Duran', '1986-05-17'),
('Brent', 'Hester', '1957-08-22'),
('Norman', 'Ruiz', '1925-04-29'),
('Mary', 'Mcdonald', '1999-09-27'),
('Catherine', 'Escobar', '1919-08-02'),
('Julia', 'Torres', '1951-08-09'),
('Danielle', 'Farrell', '1987-03-06'),
('Joseph', 'Johnson', '1998-05-20'),
('William', 'Mason', '1989-05-14'),
('Brenda', 'Harris', '1931-10-08'),
('Patricia', 'Miller', '1938-02-07'),
('Brianna', 'Robinson', '2002-05-05'),
('Jamie', 'Harper', '1978-07-06'),
('Theresa', 'Rodriguez', '1984-12-29'),
('Christine', 'Carr', '1995-04-28'),
('Robert', 'Sanders', '1948-10-21'),
('Derrick', 'Lowe', '1959-11-10'),
('Steve', 'Crane', '1945-04-06'),
('Alexandra', 'Rivera', '1918-03-06'),
('Jessica', 'Young', '1916-03-19'),
('Raymond', 'Wolf', '1979-01-09'),
('Leslie', 'Smith', '1978-09-08'),
('Brian', 'Cooper', '1928-08-31'),
('Brian', 'Hall', '1973-08-15'),
('George', 'Davis', '1937-11-09'),
('Robert', 'Chandler', '1939-11-07'),
('Doris', 'Wiggins', '1952-03-18'),
('Sherri', 'Winters', '1916-12-25'),
('Donald', 'Chang', '1980-01-01'),
('Kelly', 'Archer', '1931-03-07'),
('Michael', 'Le', '1963-01-23'),
('Lori', 'Davis', '1948-09-14'),
('Patrick', 'Thompson', '1976-05-22'),
('Denise', 'Reynolds', '1955-10-28'),
('Maria', 'Jackson', '2006-03-12'),
('Steven', 'Garcia', '1921-07-12'),
('Bailey', 'Vega', '1946-04-22'),
('Teresa', 'Thomas', '1931-05-09'),
('David', 'Hamilton', '1981-08-28'),
('Fred', 'Reed', '2005-03-26'),
('Julie', 'Cameron', '1966-12-14'),
('James', 'Wallace', '1929-01-20'),
('Karen', 'Day', '1929-03-06'),
('Nichole', 'Ramirez', '1970-08-01'),
('John', 'Tanner', '1974-01-15'),
('Jonathan', 'Gray', '1979-08-27'),
('Emily', 'Atkins', '1942-05-03'),
('Leah', 'Scott', '1934-07-16'),
('Michael', 'Juarez', '2003-12-05'),
('Amanda', 'Hernandez', '1951-11-29'),
('Susan', 'Harmon', '1968-08-21'),
('Judith', 'Wilkins', '1912-03-08'),
('Madison', 'Church', '1935-02-19'),
('Ryan', 'Turner', '1934-12-10'),
('Jordan', 'Mason', '1933-05-22'),
('Thomas', 'Smith', '1951-01-17'),
('Lydia', 'Chandler', '1988-09-26'),
('Stephanie', 'Pace', '1954-09-21'),
('Courtney', 'Lewis', '1932-03-09'),
('Russell', 'Hess', '1941-06-29'),
('Jennifer', 'Meyer', '1964-12-12'),
('Lisa', 'Hayes', '1947-12-23'),
('Richard', 'Kim', '1940-01-11'),
('Madeline', 'Green', '1956-11-06'),
('Stacey', 'Henderson', '1940-09-19'),
('Andrew', 'Garcia', '1990-10-08'),
('Aaron', 'Davis', '1960-03-12'),
('Pamela', 'Sandoval', '2000-02-15'),
('Alex', 'Brown', '1935-05-07'),
('Jennifer', 'Hodge', '2001-12-27'),
('Eileen', 'Lester', '1912-05-25'),
('Joanna', 'Meyers', '2005-06-16'),
('Kevin', 'Ruiz', '1940-04-03'),
('Kristin', 'Gonzales', '1956-09-07'),
